감정_대분류	문장
5	친구들과 성적으로 감정 상하는 게 너무 힘들어.오늘도 싸웠는데 어떡하지?친구가 내 앞에서 잘난 척을 하니까 나도 모르게 화를 내버렸어.문자로 미안하다고 먼제 해보게.
5	우리 아빠는 나한테 제대로 된 선물 한 번 준 적 없으셔. 너무 서운해.이번 생일에도 안 주시면 어쩌지?아빠한테 솔직히 말하는 것이 가장 좋은 방법 같아.
3	이번 모의고사가 원하는 만큼의 성적이 나오지 않아서 나 자신에게 실망했어.여기서 좌절하면 더 이뤄지는 것은 없다고 생각하고 더 열심히 임해.
3	나 때문에 아들이 고생이지. 고생하는 모습 보기 힘들어.어떻게 하면 고생 안 시키고 죽을 수 있지?그래도 내가 죽는 게 아들이 마음고생이 더 심하겠지. 씩씩하게 치료도 잘 받고 해야겠어.
3	남편하고 사이가 안 좋아.슬프기도 하고 쓸쓸하기도 해. 눈물도 나고.
5	친구와 같이 회사에 면접을 보러 갔는데 나는 떨어지고 친구는 붙었어.똑같이 준비했는데 나만 떨어졌다는 게 너무 기분이 나빠. 내가 친구보다 더 열심히 준비했거든.자기 혼자서 붙어서 내심 기분이 좋은 모양이야. 그게 더 상처야.
5	팀장님이 시키는 대로 일만 했는데 프로젝트 실패 원인이 나라고 지목해서 억울해.팀장님이 자신의 직위 때문에 어쩔 수 없이 그랬다는데 사과도 없어.팀장님과 따로 얘기를 해서 사과를 받아야겠어.
3	아내가 돈 관리를 제대로 못 해서 생활하는 데 어려움을 겪는 게 슬프네.아내에게 계속 돈 관리를 맡기면 화를 낼 수도 있을 것 같아.돈 관리를 맡겨서 화를 낼 바엔 아내가 잘하는 일을 맡기면 좋을 것 같아.
5	부럽고 시샘 나는 일이 있어.친구가 결혼하는데 배우자가 굉장히 부잣집인가 봐.괜히 그런 문제로 내가 배가 다 아프더라고. 하지만 결혼식에 가서 진심으로 축하해줄 거야.
3	내가 경제적으로 어려워지니까 친구들이 하나둘씩 나를 모른 척하면서 멀어졌어.어. 내가 잘될 때는 옆에 있던 사람들이 경제적으로 힘든 상황이 오니까 떠나는 게 정말 속상하다.그래도 끝까지 도와준 친구들에게만 앞으로 잘해주려고.
3	바쁘다는 핑계로 엄마에게 자주 못 간 게 후회돼.일이 바빠도 시간을 쪼개서 갈 수 있었을 텐데 엄마 생각하면 미안해서 눈물이 나.지금부터라도 엄마를 더 자주 뵙고 잘 해 드려야지.
3	오늘 시험을 봤는데 노력한 것에 비해 낮은 점수가 나왔어. 그래서 눈물이 날 것 같아.응. 노력한 게 아무것도 아니게 된 거 같아.아무래도 다음엔 더 열심히 해야 할 것 같아.
5	취업이 점점 더 힘들어져서 큰일이야. 생활비는 떨어져 가는데 취업이 빨리 될 것 같지 않아.아르바이트 구하는 곳들을 찾아봐야겠어. 당장 다음 달 월세랑 통신비 내기가 빠듯해.
3	눈물이 나는 하루야.노인정에서 친구가 죽었어.
5	아르바이트하면서 공부하기가 쉽지 않아서 고민이야.한 가지에 집중하고 싶은데 생계를 유지하려면 어쩔 수 없어. 게다가 취업 준비까지 함께하려니 막막해.일단 취업을 하고 나면 이런 고민을 덜 수 있겠지?
3	내가 몸이 안 좋다네. 너무 힘들다.건강 진단 결과가 좋지 않아.의사가 매우 조심해야 하는 상태래. 목숨도 위험할 수 있다고 하네.
5	건강에 아무 이상 없다고 했는데 며칠 뒤 큰 병원에서 암 판정을 받았어. 의사한테 너무 배신감을 느껴.다행히 초기야. 그렇지만 항암 치료를 꾸준히 받아야 해.나는 치료에 전념해야지. 가족들이 힘들겠지만 잘 간호해줄 거야.
3	난 형편없나 봐! 내 연주를 듣고 사람들이 한숨만 쉬어.열심히 한다고 했는데 뭐가 문제인지 모르겠네.스승님한테 구체적인 피드백을 여쭤봐야겠어.
5	아내의 쌈짓돈으로 내가 우울증으로 도박 빚에 빠져있던 걸 해결해줬어. 고맙지만 미안한 마음이 더 커.아내의 쌈짓돈은 아이들 결혼 비용이었는데. 그래서 더 미안하고 죄스러워.도박은 절대 하지 않고 열심히 일해서 아이들 결혼비용까지 벌어놓고싶어.
3	화가 나서 남자친구에게 일방적으로 그만 만나자고 했던 것이 마음에 걸려.남자친구한테 뭐라고 연락해야 될까 고민이야.남자친구한테 미안하다고 사과해야겠어.
3	남자친구와 결혼 준비할 때 자꾸 나에게만 결정을 미루는 것 같아 원래 이런 사람이었는지 실망스러워.연애할 때는 몰랐는데 중요한 결정을 할 일이 생기니까 내가 알던 사람이 아닌 것 같아서 낯설기까지 해.자꾸 이야기하자니 싸우게 되고 대화를 피하게 돼. 말을 하면 할수록 서로 오해만 쌓이는 것 같아.
5	올해 건강검진에서 폐 컴퓨터 단층촬영을 했는데 폐암 일 기 소견을 받았어.나는 평생 담배도 안 피웠는데 폐암이라니 말도 안 돼. 너무 억울해.폐암 소견이기는 하나 대학병원에서 정밀검사를 받으라고 하네.
3	우리 회사 이 실장 너무 실망이야글쎄 소유주의 딸인데 툭하면 팀원과 싸우고 근무 중에 집에 들어가 버린다니까.자기가 맡은 일을 다른 팀원들이 떠맡아야 하니까 모두가 불만이지.
3	요즘 취업 준비하느라 친구들도 못 만나고 너무 힘들고 우울해.그렇지. 나만 하는 게 아니라 다른 친구들도 준비 중이라서 만날 시간을 잡기가 어려워.만날 시간은 못 내도 가끔 통화라도 먼저 걸어야겠어.
3	나 이번에도 결혼까지 못 하고 헤어졌어.난 과연 앞으로 결혼 할 수 있을까?
5	난 계속 놀고 싶은데 학원을 가야 하는 게 괴로워.공부도 해야 하지만 노는 게 더 좋은데 노는 중간에 학원을 가야 하는 게 싫어.엄마한테 학원 시간을 바꿔 달라고 해볼까 싶어.
3	상사에게 영업 능력을 인정받고 싶었는데 매번 꾸지람만 듣고 있어.응. 꾸지람을 들을 때마다 주눅 들고 우울해.내가 꾸지람 듣는 원인을 찾아서 안 듣도록 노력할 거야.
5	오늘 거래처에 가서 갑질을 당해서 마음에 상처를 입었어.갑을 관계가 상하 관계가 아닌 수평적 관계라는 이해가 필요하겠지.그래서 나는 내 협력업체에 함부로 하지 않으려 노력해.
3	아내는 나와 이혼하면서 아쉬움도 없어 보였어.서로가 지쳐서 이혼을 택했지만 이렇게 쉽게 떠나 보내니 섭섭하네.씁쓸해지는데 술이나 한 잔 해야겠어.
3	나는 되게 힘들게 하는데 다른 사람들은 그걸 쉽게 해낼 때 왠지 좀 슬퍼.다른 사람들이 쉽게 해내는 걸 보면 내가 바보같아서.응. 내가 제일 똑똑한 줄 알았는데 똑똑한 사람들 되게 많은 거 같아.
5	스스로 돈을 벌어 아빠한테 선물을 해 드렸는데 안 좋아하셔서 속상해.열심히 돈을 벌어서 힘들게 산 선물이라서 더 섭섭해.아버지께 칭찬받을 다른 방법을 찾아 봐야지.
3	집에 가면 성적 이야기만 물어보시는 부모님 때문에 우울하고 슬퍼.성적에만 관심을 가지시니 오히려 더욱 스트레스를 받아.부모님께 내가 느끼는 감정을 솔직하게 터놓고 말씀드려야겠어.
5	엄마가 나를 더이상 사랑하지 않는 거 같아. 엄마가 맨날 잔소리만 해.안 되겠어. 엄마랑 얘기해서 풀어봐야겠어. 
5	엄마가 내 이야기를 듣지도 않고 다짜고짜 화부터 내니까 답답해.한두 번도 아니고 엄마는 항상 너무 극단적으로 말씀하셔.한두 시간을 기다렸다가 엄마한테 다시 이성적으로 내 이야기를 해 봐야겠어.
3	친구의 집안이 어려워져서 생활비가 없다고 해서 울었어. 친구가 우는데 나도 같이 울었어.친구가 고생을 한다고 하니 나도 눈물이 나.친구를 위로해주고 밥을 사줘야겠어.
5	등산하다가 넘어질 때 남편을 잡았는데 자기도 다칠 뻔했다고 나한테 큰소리를 쳤어.잡아주지는 못할망정 화를 내다니. 너무 충격이야.남편한테 방금 행동 사과하라고 해야겠어.
5	사소한 문제에 꼬투리를 잡혀서 어이없게 회사에서 해고당했어. 너무 충격이야.해고당할 정도의 일이 아닌데 분명 나에게 감정이 있었던 거야.부당한 해고이니 바로 잡아야겠어.
3	이번 주말에 마누라랑 등산하기로 했는데 피곤하다고 혼자 가라고 해서 실망했어.지난번에 바람도 쐬고 운동도 할 겸 마누라랑 등산가기로 약속했는데 약속을 깨서 실망했어.가까운 공원에 가서 가볍게 산책을 할까 봐.사실 나에겐 큰 차이가 없어 둘다 기분전환에 도움이 잘 돼.
5	요즘 기분도 나쁘고 몸컨디션도 너무 좋지 않아.동업하던 친구한테 사기를 당한 것 같아.어떻게 해야 할지 모르겠다 정말
3	잘나가는 친척 동생이랑 자꾸 나랑 비교당하면서 내가 위축돼.자연스럽게 비교당하다 보니까 내가 너무 초라해져.앞으로 힘내서 내 자신에게 더 당당해져야겠어.
3	부하 직원들이랑 격 없이 지내려고 노력하는데도 모두가 나를 어려워해.세대 차이 문제는 상관들의 고민인 줄만 알았거든.무조건 대화가 답이라고 이야기를 많이 하라고 하시더라.
5	큰아들이 직장을 그만두고 나와서 창업을 하겠다는데 걱정이야.회사에서 월급 받기도 어려웠나 봐 먹고살자면 프랜차이즈 카페라도 하겠다는 거야.나도 건강이 나빠서 수시로 병원에 다니는데 집을 팔아서라도 보태줘야 할지 고민이 크네.
3	나 대사증후군 진단을 받아서 인생이 우울하게 느껴져.의료비 지출이 많아지고 먹는 것 등 제약이 많아.
5	어떻게 나를 속이고 다른 여자를 만날 수 있어? 내가 아프다고 할 때도 관심도 없더니 그 여자한테는 바로 달려가네.응. 도저히 용서할 수가 없어. 이번이 처음이 아니라 더 배신감이 커. 다시는 안 그런다는 약속을 믿지 말았어야 했어.
5	회사는 내가 불의의 사고로 퇴직하면 삼 년 동안은 책임지겠다고 했으나 약속을 지키지 않았어.회사를 상대로 고소를 진행해야 할지 고민 중이야.고소하기 전 사장님을 만나 얘기해 봐야겠어.
3	남들 다 하는 임신이 나만 안되네. 아이 복이 없는 걸까? 남편 보기도 민망해.난임병원도 오래 다녔는데. 이대로 포기해야 하는지. 여자로 실격인 것 같아.남들은 쉽게만 되는 것 같은데 나는 아무리 간절히 원해도 안 되니까 세상을 원망하게 돼. 
5	재정 상태가 안좋아서 가족에게서 고립된 느낌이들어.내일 가족이랑 대화를 해보려고.
3	나에게 누구도 남아있지 않다고 느껴져. 그래서 슬퍼.혼자서 어떻게 해야 할지 모르겠어.부모님한테 솔직히 얘기해봐야겠어.인간 관계에 있어서 중요한 것들이나 외로움을 느낄 때 어떻게 하면 좋은지를 말씀해주시면 좋겠어.
5	내가 실수한 게 있어서 그걸 무마하려고 문서를 조작했어. 그런데 그게 지금 밝혀질 위기야.그러니까. 어떻게 해야 좋을지 모르겠어.
5	학교에서 친구가 때리고 따돌려서 너무 억울해.일단 전학을 갈 생각 이야.
5	어떻게 해야 할지 모르겠어. 너무 힘들어.친구라고 생각했는데 아녔나 봐. 이간질당하고 있어.
5	우리 누님을 생각하면 마음이 안 좋네.부잣집으로 시집갔는데 매형이 사업에 실패했어.가난에서 벗어나질 못하네.
5	그 친구가 그렇게 허망하게 갈 줄은 몰랐어.어제까지만 해도 같이 저녁 먹으면서 수다 떨었는데.
5	은퇴 후에 나를 고용해 주겠다고 한 회사에서 나를 배신했어.직장 선배가 보장했던 은퇴 후 일자리였는데 막상 은퇴하고 나니 나를 배신해서 속상해.당장 다른 일자리를 구하면 걱정이 줄 것 같아.
5	오랜만에  동창회에 갔었어. 거기서 예전에 외모도 못생기고 공부도 못하던 애를 만났는데 걔가 지금 엄청나게 잘 사는 거야.동창회 끝나고 걔네 집에 갔었어. 집도 너무 좋고 은퇴 후에 살 전원주택도 있대. 질투 나더라.그래도 우리는 토실토실한 애들이 있지. 집도 전원주택과도 안 바꿔.
5	평소에 아픈 곳이 없었는데 갑자기 몸이 안 좋아져서 병원에 다녀왔어.병원에서 위가 좀 안 좋아졌다는 얘기를 듣고 충격받았어.평소에 괜찮을 거로 생각했던 내가 너무 원망스러워.
3	같이 만성질환으로 고생하던 친구가 세상을 떠났어.노년의 유일한 친구였는데 너무 비통해.
5	이번 시험결과가 정말 충격적이야.점수가 모두 오십 점이 안돼.다음 시험을 칠 때는 더 열심히 공부해야겠어.
5	고용센터에 일을 구하러 갔는데 나이가 많아서 가능한 일자리가 없다네.병원비 때문에 얼른 일자리를 구해야 하는데 속상해.일을 구하면서 정부에서 도움을 받을 수 있는지 알아봐야겠어.
5	너무 완벽한 친구가 있는데 그 친구도 나보다 못한 게 있을 것 같아.돈이랑 직업이랑 외모까지 완벽한 친구인데 나보다 못한 점이 하나라도 있었으면 좋겠어. 너무 불공평하잖아.생각해보니 그 친구보다 잘할 수 있는 게 많은 것 같아. 나를 더 발전시켜야겠어.
